SetID	P.value	N.Marker.All	N.Marker.Test	pval_skat.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_skato.bon	SetID	P.value	N.Marker.All	N.Marker.Test	pval_burden.bon
SPRY4-AS1	0.999989559036722	508	460	1	SPRY4-AS1	1	508	460	1	SPRY4-AS1	0.904722317895898	508	460	1
FGF1	0.993862555691268	165	148	1	FGF1	1	165	148	1	FGF1	0.934522792895809	165	148	1
LINC01844	0.978280989337265	34	31	1	LINC01844	1	34	31	1	LINC01844	0.519214462205717	34	31	1
ARHGAP26	0.999972185016332	1338	1168	1	ARHGAP26	0.872029634107879	1338	1168	1	ARHGAP26	0.741247340084669	1338	1168	1
NR3C1	0.968089694528516	445	410	1	NR3C1	0.728170518674796	445	410	1	NR3C1	0.716819359961444	445	410	1
MIR5197	0.784359980840916	1	1	1	MIR5197	0.600196116263196	1	1	1	MIR5197	0.784359980840916	1	1	1
HMHB1	0.57821005862815	26	22	1	HMHB1	0.727465413591844	26	22	1	HMHB1	0.997242016651739	26	22	1
YIPF5	0.215629825348739	40	40	1	YIPF5	0.0412041991240846	40	40	1	YIPF5	0.012780905063267	40	40	1
KCTD16	0.996216675734676	534	515	1	KCTD16	0.793628979424371	534	515	1	KCTD16	0.36187265059804	534	515	1
PRELID2	0.344402353566932	241	228	1	PRELID2	0.490685867987505	241	228	1	PRELID2	0.349115488045692	241	228	1
GRXCR2	0.999991036512111	30	30	1	GRXCR2	0.879480403163488	30	30	1	GRXCR2	0.797694525118024	30	30	1
SH3RF2	0.999999686849673	347	333	1	SH3RF2	0.8566133016117	347	333	1	SH3RF2	0.918353231736375	347	333	1
PLAC8L1	0.999802892373704	51	47	1	PLAC8L1	0.81797807063623	51	47	1	PLAC8L1	0.891247771380271	51	47	1
LARS1	0.999987356005492	263	239	1	LARS1	0.896690994440513	263	239	1	LARS1	0.957365418902892	263	239	1
RBM27	0.999994549792093	128	118	1	RBM27	1	128	118	1	RBM27	0.831481383845798	128	118	1
POU4F3	0.887138487139948	5	5	1	POU4F3	1	5	5	1	POU4F3	0.886932030924098	5	5	1
TCERG1	0.999068829836613	168	156	1	TCERG1	0.799860850443365	168	156	1	TCERG1	0.472668500896407	168	156	1
GPR151	0.919351727453004	2	2	1	GPR151	0.611056754604514	2	2	1	GPR151	0.958797995096732	2	2	1
PPP2R2B	0.999999144687186	707	639	1	PPP2R2B	1	707	639	1	PPP2R2B	0.87260151016428	707	639	1
PPP2R2B-IT1	1	3	3	1	PPP2R2B-IT1	0.672686514413337	3	3	1	PPP2R2B-IT1	0.942718766027325	3	3	1
STK32A-AS1	0.99995738181192	122	117	1	STK32A-AS1	0.658404493627531	122	117	1	STK32A-AS1	0.91837710782421	122	117	1
STK32A	0.999985817695032	553	538	1	STK32A	1	553	538	1	STK32A	0.820068030957166	553	538	1
DPYSL3	0.902380900199843	188	178	1	DPYSL3	1	188	178	1	DPYSL3	0.924698970794324	188	178	1
JAKMIP2-AS1	0.998136637789039	390	351	1	JAKMIP2-AS1	1	390	351	1	JAKMIP2-AS1	0.778900550744567	390	351	1
JAKMIP2	0.883290526101416	375	328	1	JAKMIP2	0.199240988989132	375	328	1	JAKMIP2	0.135945828771212	375	328	1
SPINK1	1	20	18	1	SPINK1	0.846994377831127	20	18	1	SPINK1	0.864309861770667	20	18	1
SCGB3A2	0.937809686105146	25	25	1	SCGB3A2	0.740430224344087	25	25	1	SCGB3A2	0.696556703174411	25	25	1
C5orf46	0.700074366582899	41	28	1	C5orf46	0.716713081843685	41	28	1	C5orf46	0.353642790112019	41	28	1
SPINK5	0.978527963648779	372	365	1	SPINK5	0.709920696987311	372	365	1	SPINK5	0.383021748429485	372	365	1
SPINK14	0.993609181872663	26	23	1	SPINK14	1	26	23	1	SPINK14	0.849692681230224	26	23	1
SPINK6	0.998094600763866	37	34	1	SPINK6	1	37	34	1	SPINK6	0.741152407891023	37	34	1
MARCOL	0.572899677911101	35	35	1	MARCOL	0.721543624429672	35	35	1	MARCOL	0.416875767913334	35	35	1
LOC102546294	0.999998006996884	413	405	1	LOC102546294	0.878819961794195	413	405	1	LOC102546294	0.870561133454533	413	405	1
FBXO38	0.999989830637992	115	109	1	FBXO38	0.876743776503092	115	109	1	FBXO38	0.879045563221645	115	109	1
HTR4	0.999988957901078	457	434	1	HTR4	0.883424983465825	457	434	1	HTR4	0.897636541678157	457	434	1
ADRB2	0.660693386547359	9	9	1	ADRB2	0.699822395167602	9	9	1	ADRB2	0.510730478888527	9	9	1
SH3TC2	0.999996280952679	198	167	1	SH3TC2	1	198	167	1	SH3TC2	0.787418965811227	198	167	1
SH3TC2-DT	0.999900807946002	166	153	1	SH3TC2-DT	0.815337564582203	166	153	1	SH3TC2-DT	0.730248681143126	166	153	1
ABLIM3	0.999786227355399	312	302	1	ABLIM3	1	312	302	1	ABLIM3	0.82014098621879	312	302	1
AFAP1L1	0.999905440865322	98	88	1	AFAP1L1	0.842756628303749	98	88	1	AFAP1L1	0.714948683479896	98	88	1
GRPEL2	0.993959688123621	13	13	1	GRPEL2	0.853963990321886	13	13	1	GRPEL2	0.93304440269375	13	13	1
GRPEL2-AS1	1	7	7	1	GRPEL2-AS1	1	7	7	1	GRPEL2-AS1	0.919651542586598	7	7	1
PCYOX1L	1	17	15	1	PCYOX1L	1	17	15	1	PCYOX1L	0.875350602376789	17	15	1
IL17B	0.964712235641098	15	15	1	IL17B	0.880702636437449	15	15	1	IL17B	0.799430815813855	15	15	1
CARMN	0.999988957391979	112	107	1	CARMN	1	112	107	1	CARMN	0.925642192094967	112	107	1
CSNK1A1	0.229224652574052	109	105	1	CSNK1A1	0.264356566553201	109	105	1	CSNK1A1	0.22220902684859	109	105	1
ARHGEF37	0.102373041959788	226	210	1	ARHGEF37	0.114480102473806	226	210	1	ARHGEF37	0.0382156390255883	226	210	1
PPARGC1B	0.999980910289098	338	308	1	PPARGC1B	0.884575609953392	338	308	1	PPARGC1B	0.549925799587155	338	308	1
PDE6A	0.999975543252526	248	221	1	PDE6A	1	248	221	1	PDE6A	0.883437914561162	248	221	1
SLC26A2	0.999943706529261	46	42	1	SLC26A2	0.887774872002251	46	42	1	SLC26A2	0.840229830037661	46	42	1
TIGD6	1	14	14	1	TIGD6	0.756830198447212	14	14	1	TIGD6	0.884599335807861	14	14	1
HMGXB3	0.916407190277758	144	140	1	HMGXB3	1	144	140	1	HMGXB3	0.864032860573006	144	140	1
CSF1R	0.930291954097303	108	106	1	CSF1R	0.884809758337603	108	106	1	CSF1R	0.632781233307006	108	106	1
PDGFRB	0.94396864592235	131	115	1	PDGFRB	1	131	115	1	PDGFRB	0.913216021798875	131	115	1
CDX1	0.84932474282951	37	34	1	CDX1	1	37	34	1	CDX1	0.838731194392804	37	34	1
SLC6A7	0.980362432876412	120	109	1	SLC6A7	1	120	109	1	SLC6A7	0.922414615561948	120	109	1
CAMK2A	0.999999494677489	149	138	1	CAMK2A	1	149	138	1	CAMK2A	0.983430611914568	149	138	1
ARSI	0.866738748920161	18	17	1	ARSI	0.765858030561977	18	17	1	ARSI	0.349694652661927	18	17	1
TCOF1	0.999994203437315	71	64	1	TCOF1	1	71	64	1	TCOF1	0.992744675382991	71	64	1
CD74	0.999235110074531	14	14	1	CD74	1	14	14	1	CD74	0.994174994635264	14	14	1
RPS14	0.97575720176662	35	35	1	RPS14	0.864910032448329	35	35	1	RPS14	0.843525583503986	35	35	1
NDST1-AS1	0.996582785275822	35	33	1	NDST1-AS1	1	35	33	1	NDST1-AS1	0.756947663581442	35	33	1
NDST1	0.999966061938232	170	164	1	NDST1	0.913894762856132	170	164	1	NDST1	0.667902293980777	170	164	1
SYNPO	0.999994996082524	130	127	1	SYNPO	1	130	127	1	SYNPO	0.94512114421939	130	127	1
MYOZ3	0.999930470689317	107	105	1	MYOZ3	1	107	105	1	MYOZ3	0.851752704988744	107	105	1
RBM22	0.126722758572717	19	17	1	RBM22	0.273284917635527	19	17	1	RBM22	0.183346460213405	19	17	1
DCTN4	0.999981692331931	160	145	1	DCTN4	0.708753285067598	160	145	1	DCTN4	0.987216727474852	160	145	1
SMIM3	0.999758768244934	65	65	1	SMIM3	1	65	65	1	SMIM3	0.92834926442735	65	65	1
IRGM	0.999998630264059	237	233	1	IRGM	1	237	233	1	IRGM	0.978897827223252	237	233	1
ZNF300	0.891388364355958	10	10	1	ZNF300	1	10	10	1	ZNF300	0.874229109398497	10	10	1
ZNF300P1	1	63	61	1	ZNF300P1	1	63	61	1	ZNF300P1	0.965605940351665	63	61	1
GPX3	0.00105708785222969	33	33	1	GPX3	0.00222146264856737	33	33	1	GPX3	0.00125585758911642	33	33	1
TNIP1	0.00265667976523487	85	83	1	TNIP1	0.00397566105283509	85	83	1	TNIP1	0.00185480773690453	85	83	1
ANXA6	0.999431721520028	170	166	1	ANXA6	1	170	166	1	ANXA6	0.972197254202549	170	166	1
CCDC69	0.58923520774201	155	128	1	CCDC69	0.165326480032919	155	128	1	CCDC69	0.147262686846833	155	128	1
LOC105378230	0.758977554441915	1	1	1	LOC105378230	0.907146627047672	1	1	1	LOC105378230	0.758977554441915	1	1	1
GM2A	0.478332579183955	55	54	1	GM2A	0.614254211830292	55	54	1	GM2A	0.339569521766763	55	54	1
SLC36A3	0.999861018050687	132	128	1	SLC36A3	0.894357236697883	132	128	1	SLC36A3	0.919519974870365	132	128	1
SLC36A2	0.0535937390200516	82	79	1	SLC36A2	0.050167493892942	82	79	1	SLC36A2	0.066148898759231	82	79	1
SLC36A1	0.999965065109342	137	135	1	SLC36A1	0.853970712638562	137	135	1	SLC36A1	0.86080212909111	137	135	1
FAT2	0.128158473244748	224	215	1	FAT2	0.190811181887344	224	215	1	FAT2	0.129794736531815	224	215	1
SPARC	0.564455025611361	73	64	1	SPARC	0.219993100795247	73	64	1	SPARC	0.244647667282543	73	64	1
CLMAT3	0.88713822388072	2	2	1	CLMAT3	1	2	2	1	CLMAT3	0.88687425766982	2	2	1
ATOX1	0.999719706518918	20	18	1	ATOX1	0.864411240314432	20	18	1	ATOX1	0.904196541917081	20	18	1
LOC100652758	1	7	7	1	LOC100652758	0.840332430216472	7	7	1	LOC100652758	0.985945465597115	7	7	1
G3BP1	0.933136215028761	74	72	1	G3BP1	0.813551641787444	74	72	1	G3BP1	0.802151570787388	74	72	1
GLRA1	0.977311355963853	209	191	1	GLRA1	0.71212256778271	209	191	1	GLRA1	0.631543990736152	209	191	1
LINC01933	0.989361587081267	987	889	1	LINC01933	0.686277051086283	987	889	1	LINC01933	0.660903537046913	987	889	1
NMUR2	0.999982774085293	20	16	1	NMUR2	0.867236186624503	20	16	1	NMUR2	0.934605941514593	20	16	1
LINC01470	0.914646666371123	1090	934	1	LINC01470	0.676214879138202	1090	934	1	LINC01470	0.57729022333517	1090	934	1
GRIA1	0.440378957873004	918	586	1	GRIA1	0.01668993664156	918	586	1	GRIA1	0.00766831237164004	918	586	1
LINC01861	0.880481443439622	25	23	1	LINC01861	1	25	23	1	LINC01861	0.915375881911174	25	23	1
FAM114A2	0.664394714516951	123	119	1	FAM114A2	0.136414344893667	123	119	1	FAM114A2	0.0598040392524415	123	119	1
MFAP3	0.252550843803092	42	41	1	MFAP3	0.334352168859039	42	41	1	MFAP3	0.250903070250359	42	41	1
GALNT10	0.751059401043029	772	645	1	GALNT10	0.327207558818215	772	645	1	GALNT10	0.164292155245497	772	645	1
SAP30L-AS1	0.998387815356382	98	76	1	SAP30L-AS1	0.825388947521326	98	76	1	SAP30L-AS1	0.933220343837943	98	76	1
SAP30L	0.997569171371273	26	24	1	SAP30L	1	26	24	1	SAP30L	0.961631172666014	26	24	1
HAND1	0.936348930872379	8	6	1	HAND1	1	8	6	1	HAND1	0.861470611844613	8	6	1
LARP1	0.999960652084591	301	274	1	LARP1	1	301	274	1	LARP1	0.91193392574565	301	274	1
FAXDC2	0.999902236806741	46	44	1	FAXDC2	0.890794570921653	46	44	1	FAXDC2	0.894185936349652	46	44	1
CNOT8	0.999447191890756	30	29	1	CNOT8	1	30	29	1	CNOT8	0.966849411624807	30	29	1
GEMIN5	0.980896161070786	132	129	1	GEMIN5	0.74912645526757	132	129	1	GEMIN5	0.402651704652403	132	129	1
MRPL22	0.999979858414234	63	62	1	MRPL22	1	63	62	1	MRPL22	0.867279424977964	63	62	1
KIF4B	0.942617634802003	6	5	1	KIF4B	1	6	5	1	KIF4B	0.787080448107283	6	5	1
SGCD	0.148386409824571	1419	1252	1	SGCD	0.0763588020078092	1419	1252	1	SGCD	0.0260806006728153	1419	1252	1
PPP1R2B	1	4	4	1	PPP1R2B	0.620846576227543	4	4	1	PPP1R2B	0.904080216515832	4	4	1
TIMD4	0.999868256149122	107	98	1	TIMD4	1	107	98	1	TIMD4	0.626839683519579	107	98	1
HAVCR1	0.936281077916706	137	109	1	HAVCR1	0.693006836092039	137	109	1	HAVCR1	0.392757190614397	137	109	1
HAVCR2	0.999939710401576	73	44	1	HAVCR2	1	73	44	1	HAVCR2	0.93811586313597	73	44	1
MED7	0.959240371894145	13	12	1	MED7	1	13	12	1	MED7	0.710708419867595	13	12	1
FAM71B	0.999474471533356	6	6	1	FAM71B	1	6	6	1	FAM71B	0.834447843755131	6	6	1
ITK	0.992338838098736	185	168	1	ITK	1	185	168	1	ITK	0.705184430980406	185	168	1
CYFIP2	0.744472874364377	371	328	1	CYFIP2	0.21216474102249	371	328	1	CYFIP2	0.112001325379555	371	328	1
LOC102724404	0.783083773801847	197	168	1	LOC102724404	0.500781953183947	197	168	1	LOC102724404	0.263270243586787	197	168	1
NIPAL4	0.288045617864333	44	34	1	NIPAL4	0.4006843604506	44	34	1	NIPAL4	0.203189558141979	44	34	1
ADAM19	0.991190285677119	317	257	1	ADAM19	0.727526158857536	317	257	1	ADAM19	0.585884598185613	317	257	1
SOX30	0.999876495757606	71	68	1	SOX30	0.871952202009692	71	68	1	SOX30	0.583644348662667	71	68	1
C5orf52	0.933792243438832	29	28	1	C5orf52	0.791529340689533	29	28	1	C5orf52	0.323032847030466	29	28	1
THG1L	0.999580303894587	38	37	1	THG1L	1	38	37	1	THG1L	0.95228007638557	38	37	1
LSM11	0.999867183940722	42	40	1	LSM11	1	42	40	1	LSM11	0.918802767328446	42	40	1
CLINT1	0.99999753128668	180	168	1	CLINT1	1	180	168	1	CLINT1	0.921644699325218	180	168	1
LINC02227	0.999844428589696	297	285	1	LINC02227	0.889385876055435	297	285	1	LINC02227	0.909379738004639	297	285	1
EBF1	0.999992196373387	701	676	1	EBF1	0.805590585312952	701	676	1	EBF1	0.915584945694103	701	676	1
LINC02202	0.610656115434631	44	43	1	LINC02202	0.802656938298172	44	43	1	LINC02202	0.702462452385966	44	43	1
RNF145	0.9929162039273	114	106	1	RNF145	0.820608514774852	114	106	1	RNF145	0.819169332370553	114	106	1
LINC01932	0.995271436858939	44	37	1	LINC01932	0.696213826358939	44	37	1	LINC01932	0.551535133825179	44	37	1
UBLCP1	0.952496575188563	45	34	1	UBLCP1	0.429792502627506	45	34	1	UBLCP1	0.373226036801771	45	34	1
IL12B	0.97953419571593	39	35	1	IL12B	0.44779645035137	39	35	1	IL12B	0.420673183013601	39	35	1
LOC285626	0.0749698514961559	72	69	1	LOC285626	0.102851278250758	72	69	1	LOC285626	0.0494587207431065	72	69	1
LINC01845	0.999916412700937	40	40	1	LINC01845	1	40	40	1	LINC01845	0.985558055668913	40	40	1
LINC01847	0.999907130060258	131	118	1	LINC01847	1	131	118	1	LINC01847	0.815569930332047	131	118	1
ADRA1B	0.980869353977396	146	139	1	ADRA1B	0.823472839063606	146	139	1	ADRA1B	0.534567410698291	146	139	1
TTC1	0.999969314199505	144	138	1	TTC1	1	144	138	1	TTC1	0.844238212161145	144	138	1
PWWP2A	0.961953820461323	76	67	1	PWWP2A	0.69208404547648	76	67	1	PWWP2A	0.632741943713143	76	67	1
FABP6	0.312003700736941	264	245	1	FABP6	0.0768306905920263	264	245	1	FABP6	0.0352889091904908	264	245	1
CCNJL	0.964127786563838	184	172	1	CCNJL	0.470134772531031	184	172	1	CCNJL	0.42217030435092	184	172	1
C1QTNF2	0.999636829172804	71	66	1	C1QTNF2	1	71	66	1	C1QTNF2	0.861169153007434	71	66	1
ZBED8	1	9	8	1	ZBED8	0.80360713106728	9	8	1	ZBED8	0.95544462905775	9	8	1
SLU7	0.999999620165051	53	51	1	SLU7	1	53	51	1	SLU7	0.990901441645019	53	51	1
PTTG1	0.999740391901443	23	23	1	PTTG1	0.727089163855021	23	23	1	PTTG1	0.895037414987894	23	23	1
MIR3142HG	0.998780706388835	54	36	1	MIR3142HG	0.892485244672763	54	36	1	MIR3142HG	0.936149373577008	54	36	1
ATP10B	0.999968536809689	916	856	1	ATP10B	0.863712417920299	916	856	1	ATP10B	0.910806380034103	916	856	1
LINC02159	0.996919776546669	39	38	1	LINC02159	1	39	38	1	LINC02159	0.91632576920808	39	38	1
GABRB2	0.999999170670985	518	478	1	GABRB2	1	518	478	1	GABRB2	0.966169413787712	518	478	1
GABRA6	0.999991290444067	51	44	1	GABRA6	1	51	44	1	GABRA6	0.963102706225192	51	44	1
GABRA1	0.999999437876196	145	141	1	GABRA1	1	145	141	1	GABRA1	0.886233101354523	145	141	1
LINC01202	0.999997247923651	201	189	1	LINC01202	1	201	189	1	LINC01202	0.937820906785029	201	189	1
GABRG2	0.999999124186734	167	149	1	GABRG2	0.854047462971528	167	149	1	GABRG2	0.858593886547615	167	149	1
CCNG1	0.912130948865036	12	9	1	CCNG1	0.769736512261661	12	9	1	CCNG1	0.73606722841114	12	9	1
NUDCD2	0.999739561606552	22	21	1	NUDCD2	0.772499231865374	22	21	1	NUDCD2	0.86454894320307	22	21	1
HMMR	0.978709299912613	78	75	1	HMMR	1	78	75	1	HMMR	0.524076388660238	78	75	1
HMMR-AS1	0.951192272960658	7	7	1	HMMR-AS1	0.823349221027444	7	7	1	HMMR-AS1	0.702818085966535	7	7	1
MAT2B	0.994762478340851	42	33	1	MAT2B	0.885592278753222	42	33	1	MAT2B	0.946428194809061	42	33	1
LINC02143	0.951987750813076	68	48	1	LINC02143	1	68	48	1	LINC02143	0.887863728112409	68	48	1
LOC102546299	0.999987207448495	286	183	1	LOC102546299	1	286	183	1	LOC102546299	0.819967537404514	286	183	1
LINC01947	0.999396494898035	67	56	1	LINC01947	1	67	56	1	LINC01947	0.82115626148132	67	56	1
TENM2	0.9997229698256	3049	2811	1	TENM2	1	3049	2811	1	TENM2	0.884481956127975	3049	2811	1
WWC1	0.989001761124532	678	617	1	WWC1	0.648499346233211	678	617	1	WWC1	0.261026083133604	678	617	1
RARS1	0.999233666001344	144	144	1	RARS1	0.66940623409236	144	144	1	RARS1	0.82490386493782	144	144	1
FBLL1	0.783352564185495	6	6	1	FBLL1	0.704864279805985	6	6	1	FBLL1	0.744722871147973	6	6	1
PANK3	0.997924009718898	49	46	1	PANK3	0.639459229692969	49	46	1	PANK3	0.371177348253208	49	46	1
SLIT3	0.994009957038141	2347	2104	1	SLIT3	0.0857933184054095	2347	2104	1	SLIT3	0.0250319195466593	2347	2104	1
SPDL1	0.931761676996253	67	66	1	SPDL1	1	67	66	1	SPDL1	0.739154690213487	67	66	1
DOCK2	0.990646603627801	1427	1184	1	DOCK2	0.572137727370022	1427	1184	1	DOCK2	0.427128185695493	1427	1184	1
FOXI1	0.88951077255991	17	16	1	FOXI1	0.811472220121698	17	16	1	FOXI1	0.670598614630353	17	16	1
LINC01187	0.976324499664537	48	41	1	LINC01187	1	48	41	1	LINC01187	0.941571472275152	48	41	1
C5orf58	0.999078861038121	52	49	1	C5orf58	0.366896348709359	52	49	1	C5orf58	0.942590714777517	52	49	1
LCP2	0.999655016851334	117	106	1	LCP2	1	117	106	1	LCP2	0.785572662127115	117	106	1
LOC100128059	1	8	8	1	LOC100128059	0.811502818849969	8	8	1	LOC100128059	0.811641831425257	8	8	1
LINC01366	0.000342095208880511	13	12	1	LINC01366	0.000617546711648487	13	12	1	LINC01366	0.000578395272445063	13	12	1
KCNIP1	0.980289516787022	1248	1089	1	KCNIP1	0.748873562230029	1248	1089	1	KCNIP1	0.548206568181579	1248	1089	1
GABRP	0.999953452308157	99	96	1	GABRP	0.889840152590191	99	96	1	GABRP	0.983335611590479	99	96	1
RANBP17	0.999999460335343	1106	1023	1	RANBP17	1	1106	1023	1	RANBP17	0.962192382546712	1106	1023	1
TLX3	0.997587027207147	8	7	1	TLX3	1	8	7	1	TLX3	0.826224558763767	8	7	1
NPM1	0.997669548201731	87	75	1	NPM1	1	87	75	1	NPM1	0.831623982004296	87	75	1
FGF18	0.998604963851958	87	80	1	FGF18	0.840838601600737	87	80	1	FGF18	0.697144588021692	87	80	1
SMIM23	0.995811825781821	21	21	1	SMIM23	1	21	21	1	SMIM23	0.855008666728641	21	21	1
FBXW11	0.999984948511744	164	99	1	FBXW11	0.552477847813254	164	99	1	FBXW11	0.86410696147895	164	99	1
STK10	0.985990958530967	595	571	1	STK10	0.694708630144668	595	571	1	STK10	0.562056990826071	595	571	1
EFCAB9	0.449562888111076	32	26	1	EFCAB9	0.129484493023076	32	26	1	EFCAB9	0.083809920301633	32	26	1
UBTD2	0.999999514487784	235	224	1	UBTD2	1	235	224	1	UBTD2	0.979880924488626	235	224	1
LOC100288254	0.997661690211058	37	34	1	LOC100288254	1	37	34	1	LOC100288254	0.869585714120273	37	34	1
SH3PXD2B	0.999946332913549	458	434	1	SH3PXD2B	1	458	434	1	SH3PXD2B	0.928345495998042	458	434	1
LINC01944	1	5	5	1	LINC01944	0.773792499808888	5	5	1	LINC01944	0.773375826687623	5	5	1
NEURL1B	0.99998501532237	149	146	1	NEURL1B	0.8426876770863	149	146	1	NEURL1B	0.852031685657722	149	146	1
LOC101928093	1	18	17	1	LOC101928093	1	18	17	1	LOC101928093	0.997103086712861	18	17	1
DUSP1	0.936317334971754	5	4	1	DUSP1	0.738592108702916	5	4	1	DUSP1	0.71618456636069	5	4	1
ERGIC1	0.981947025777284	351	303	1	ERGIC1	0.757117468245508	351	303	1	ERGIC1	0.61769059453544	351	303	1
LOC100268168	0.995277440596175	7	7	1	LOC100268168	0.887609472328399	7	7	1	LOC100268168	0.906487585901082	7	7	1
RPL26L1	0.0744368381806559	26	21	1	RPL26L1	0.0911404624383062	26	21	1	RPL26L1	0.0612830856908564	26	21	1
ATP6V0E1	0.998501668809895	91	77	1	ATP6V0E1	1	91	77	1	ATP6V0E1	0.693711099776191	91	77	1
CREBRF	0.923254714304367	99	80	1	CREBRF	0.236532389255609	99	80	1	CREBRF	0.0931670639389342	99	80	1
BNIP1	0.958963347091996	50	40	1	BNIP1	0.312588509598653	50	40	1	BNIP1	0.140423308871686	50	40	1
NKX2-5	0.9877440516433	7	7	1	NKX2-5	1	7	7	1	NKX2-5	0.763150899928667	7	7	1
STC2	0.999780997943332	20	18	1	STC2	1	20	18	1	STC2	0.979471420651218	20	18	1
LOC285593	0.00799859323026031	6	6	1	LOC285593	0.0131570032926213	6	6	1	LOC285593	0.00620500813447372	6	6	1
BOD1	0.786723745249815	32	29	1	BOD1	0.672113450120806	32	29	1	BOD1	0.537234272856781	32	29	1
LINC01942	0.995869399706032	61	51	1	LINC01942	1	61	51	1	LINC01942	0.935308046104974	61	51	1
LINC01484	0.987052280885359	173	168	1	LINC01484	1	173	168	1	LINC01484	0.926103310970011	173	168	1
LINC01485	0.999365378489292	14	13	1	LINC01485	1	14	13	1	LINC01485	0.970558733160394	14	13	1
CPEB4	0.999999481460454	187	170	1	CPEB4	1	187	170	1	CPEB4	0.901688759866453	187	170	1
C5orf47	0.999747410681666	47	20	1	C5orf47	1	47	20	1	C5orf47	0.820858670922119	47	20	1
NSG2	0.999996694406236	142	73	1	NSG2	0.904100239715544	142	73	1	NSG2	0.788133039817862	142	73	1
LINC01411	0.999440574155418	756	632	1	LINC01411	1	756	632	1	LINC01411	0.840831885262174	756	632	1
MSX2	0.000508858957121827	24	16	1	MSX2	0.00116758532116257	24	16	1	MSX2	0.000733801697382138	24	16	1
MIR4634	0.957761459232607	1	1	1	MIR4634	0.555131186703683	1	1	1	MIR4634	0.957761459232607	1	1	1
LINC01951	0.926350738309898	223	199	1	LINC01951	1	223	199	1	LINC01951	0.817838910830403	223	199	1
DRD1	0.319700534633904	11	10	1	DRD1	0.149592953312669	11	10	1	DRD1	0.0499687010872383	11	10	1
SFXN1	0.9851090252146	173	168	1	SFXN1	1	173	168	1	SFXN1	0.902271647285639	173	168	1
HRH2	0.995656706804218	43	39	1	HRH2	0.566315582788043	43	39	1	HRH2	0.474446041305897	43	39	1
CPLX2	0.630579935830549	202	169	1	CPLX2	0.605740220041096	202	169	1	CPLX2	0.450824602534586	202	169	1
THOC3	0.96635236857437	40	35	1	THOC3	1	40	35	1	THOC3	0.990004721908567	40	35	1
LOC100996385	0.981836834841269	59	51	1	LOC100996385	0.572145845325085	59	51	1	LOC100996385	0.563684567248903	59	51	1
FAM153B	0.999811740181339	166	150	1	FAM153B	0.6080446123476	166	150	1	FAM153B	0.471362477439395	166	150	1
LOC100507387	0.993469661509353	8	7	1	LOC100507387	0.72679880516567	8	7	1	LOC100507387	0.717933866026083	8	7	1
LOC643201	0.94668460992434	173	117	1	LOC643201	0.618587213749433	173	117	1	LOC643201	0.469250370360268	173	117	1
SIMC1	0.782976585997967	334	276	1	SIMC1	0.863350452978092	334	276	1	SIMC1	0.358239470579706	334	276	1
KIAA1191	0.641570091394477	30	26	1	KIAA1191	0.624018229759211	30	26	1	KIAA1191	0.237145684183944	30	26	1
ARL10	0.739149156180379	14	11	1	ARL10	0.689746939550901	14	11	1	ARL10	0.454382420623896	14	11	1
NOP16	0.996670897593719	7	5	1	NOP16	1	7	5	1	NOP16	0.959214667491531	7	5	1
HIGD2A	0.924322120484104	1	1	1	HIGD2A	0.890792989204112	1	1	1	HIGD2A	0.924322120484104	1	1	1
CLTB	0.999993094541046	36	32	1	CLTB	0.922246597080691	36	32	1	CLTB	0.75874071918795	36	32	1
FAF2	0.982611231776725	148	135	1	FAF2	0.424048209948621	148	135	1	FAF2	0.288108590762315	148	135	1
RNF44	0.688030988348537	18	17	1	RNF44	0.216706950814628	18	17	1	RNF44	0.0828532900349467	18	17	1
CDHR2	0.999999744327822	230	195	1	CDHR2	1	230	195	1	CDHR2	0.865487024143423	230	195	1
GPRIN1	0.999879876348761	22	19	1	GPRIN1	1	22	19	1	GPRIN1	0.98174841482939	22	19	1
SNCB	0.999195930830205	33	23	1	SNCB	0.749631848537484	33	23	1	SNCB	0.644790175313849	33	23	1
EIF4E1B	0.977203715660119	36	25	1	EIF4E1B	0.769773499715434	36	25	1	EIF4E1B	0.716874794682625	36	25	1
TSPAN17	0.997632693480683	39	26	1	TSPAN17	1	39	26	1	TSPAN17	0.861370837447795	39	26	1
LINC01574	0.9216149228189	2	2	1	LINC01574	0.556056291525847	2	2	1	LINC01574	0.893155370959995	2	2	1
UNC5A	0.899891281545336	162	136	1	UNC5A	0.327036562204431	162	136	1	UNC5A	0.257799195722948	162	136	1
HK3	0.99789041272962	33	32	1	HK3	0.86541216211649	33	32	1	HK3	0.875075607563979	33	32	1
UIMC1	0.997323228190728	209	190	1	UIMC1	1	209	190	1	UIMC1	0.757509340846592	209	190	1
ZNF346	0.955820897025398	171	159	1	ZNF346	1	171	159	1	ZNF346	0.717267788976457	171	159	1
FGFR4	0.451553684003738	32	12	1	FGFR4	0.593186868406801	32	12	1	FGFR4	0.498675855636189	32	12	1
NSD1	0.793473494316714	293	258	1	NSD1	0.0916910632621466	293	258	1	NSD1	0.0340747506002473	293	258	1
RAB24	0.368681545454315	5	5	1	RAB24	0.520999495444691	5	5	1	RAB24	0.652092641436115	5	5	1
